customer_key,full_name,first_name,last_name,email_address,gender,education,occupation,yearly_income,total_children,country,state,city
24519,Carlos King,Carlos,King,carlos47@adventure-works.com,M,Partial College,Skilled Manual,50000,0,United States,California,Redwood City
24520,Joseph Wilson,Joseph,Wilson,joseph13@adventure-works.com,M,Partial College,Skilled Manual,60000,0,United States,California,Burbank
24521,Jordyn Wood,Jordyn,Wood,jordyn1@adventure-works.com,F,Bachelors,Management,80000,0,United States,Washington,Kirkland
24522,Alex Perez,Alex,Perez,alex31@adventure-works.com,M,Bachelors,Management,80000,0,United States,California,Santa Monica
24523,Mariah Coleman,Mariah,Coleman,mariah10@adventure-works.com,F,Bachelors,Management,80000,0,United States,California,Colma
24524,Megan Lewis,Megan,Lewis,megan24@adventure-works.com,F,Bachelors,Management,90000,4,United States,California,Concord
24525,James Nelson,James,Nelson,james59@adventure-works.com,M,Bachelors,Management,90000,4,Canada,British Columbia,Langford
24526,Julian Barnes,Julian,Barnes,julian4@adventure-works.com,M,Bachelors,Management,100000,2,United States,California,Lemon Grove
24527,Gavin Coleman,Gavin,Coleman,gavin5@adventure-works.com,M,Graduate Degree,Management,110000,0,United States,California,Santa Cruz
24528,Katherine Hernandez,Katherine,Hernandez,katherine66@adventure-works.com,F,Graduate Degree,Management,110000,0,United States,California,Colma
24529,Jillian Martinez,Jillian,Martinez,jillian18@adventure-works.com,F,Graduate Degree,Management,130000,0,United States,California,Berkeley
24530,Franklin She,Franklin,She,franklin19@adventure-works.com,M,Graduate Degree,Management,160000,0,United States,Washington,Burien
24531,Andres Xie,Andres,Xie,andres2@adventure-works.com,M,Bachelors,Management,130000,2,Germany,Hamburg,Paderborn
24532,Phillip Perez,Phillip,Perez,phillip22@adventure-works.com,M,Bachelors,Management,130000,2,Germany,Saarland,Stuttgart
24533,Blake Long,Blake,Long,blake57@adventure-works.com,M,Partial College,Professional,130000,2,United Kingdom,England,Esher-Molesey
24534,Alisha Luo,Alisha,Luo,alisha30@adventure-works.com,F,Partial College,Professional,150000,1,United Kingdom,England,Maidenhead
24535,David Shepard,David,Shepard,david23@adventure-works.com,F,Partial College,Professional,110000,2,France,Nord,Roncq
24536,Cynthia Perez,Cynthia,Perez,cynthia27@adventure-works.com,F,Partial College,Professional,130000,2,Germany,Hessen,Kassel
24537,Cynthia Saunders,Cynthia,Saunders,cynthia15@adventure-works.com,F,High School,Professional,150000,2,United Kingdom,England,London
24538,Latasha Diaz,Latasha,Diaz,latasha3@adventure-works.com,F,Partial College,Professional,100000,2,France,Hauts de Seine,Colombes
24539,Colin Zheng,Colin,Zheng,colin20@adventure-works.com,M,Partial College,Professional,110000,3,France,Yveline,Versailles
24540,Janet Martin,Janet,Martin,janet5@adventure-works.com,F,Partial High School,Professional,120000,3,United Kingdom,England,Bury
24541,Janet Sheperdigian,Janet,Sheperdigian,janet3@adventure-works.com,M,Partial College,Professional,170000,3,United Kingdom,England,Warrington
24542,Arturo Liang,Arturo,Liang,arturo18@adventure-works.com,M,High School,Professional,100000,2,France,Seine (Paris),Paris
24543,Arthur Moreno,Arthur,Moreno,arthur30@adventure-works.com,M,Partial College,Professional,110000,3,France,Hauts de Seine,Sèvres
24544,Kellie Romero,Kellie,Romero,kellie7@adventure-works.com,F,Partial College,Professional,110000,3,Germany,Hessen,Berlin
24545,Douglas Raman,Douglas,Raman,douglas16@adventure-works.com,M,High School,Professional,170000,3,United Kingdom,England,Warrington
24546,Adam Hughes,Adam,Hughes,adam9@adventure-works.com,M,Partial College,Professional,80000,4,United Kingdom,England,Runcorn
24547,Dana Gomez,Dana,Gomez,dana17@adventure-works.com,F,Partial College,Professional,90000,5,Germany,Nordrhein-Westfalen,Braunschweig
24548,Crystal Liu,Crystal,Liu,crystal6@adventure-works.com,F,Bachelors,Management,110000,3,Germany,Nordrhein-Westfalen,Paderborn
24549,Darryl Li,Darryl,Li,darryl3@adventure-works.com,M,Bachelors,Management,130000,3,United Kingdom,England,Berkshire
24550,Randy Ma,Randy,Ma,randy18@adventure-works.com,M,Bachelors,Management,130000,3,United Kingdom,England,London
24551,Molly Malhotra,Molly,Malhotra,molly5@adventure-works.com,F,Partial High School,Skilled Manual,60000,3,France,Seine Saint Denis,Bobigny
24552,Ross Carlson,Ross,Carlson,ross36@adventure-works.com,M,High School,Professional,70000,5,France,Seine Saint Denis,Pantin
24553,Michele Ashe,Michele,Ashe,michele23@adventure-works.com,F,Partial College,Professional,90000,5,Germany,Bayern,Hof
24554,Deanna Fernandez,Deanna,Fernandez,deanna19@adventure-works.com,F,Bachelors,Management,130000,4,United Kingdom,England,London
24555,Lacey Chande,Lacey,Chande,lacey5@adventure-works.com,F,Partial College,Professional,130000,4,United Kingdom,England,Oxford
24556,Claudia Yang,Claudia,Yang,claudia4@adventure-works.com,F,Partial College,Professional,90000,5,France,Hauts de Seine,Paris La Defense
24557,Franklin Lin,Franklin,Lin,franklin7@adventure-works.com,M,Bachelors,Management,170000,4,United Kingdom,England,Wokingham
24558,Savannah Brooks,Savannah,Brooks,savannah0@adventure-works.com,F,High School,Professional,90000,3,United Kingdom,England,Billericay
24559,Adrienne Suarez,Adrienne,Suarez,adrienne15@adventure-works.com,F,Partial College,Professional,80000,4,France,Val d'Oise,Cergy
24560,Veronica Fernandez,Veronica,Fernandez,veronica17@adventure-works.com,F,High School,Professional,100000,3,France,Moselle,Metz
24561,Megan Sherman,Megan,Sherman,megan2@adventure-works.com,M,High School,Professional,100000,3,Germany,Saarland,Saarbrücken
24562,Ricky Rubio,Ricky,Rubio,ricky22@adventure-works.com,M,Partial College,Professional,110000,3,Germany,Hamburg,Hamburg
24563,Adriana Rodriguez,Adriana,Rodriguez,adriana20@adventure-works.com,F,Partial College,Professional,130000,3,Germany,Hessen,Kassel
24564,Johnny Andersen,Johnny,Andersen,johnny14@adventure-works.com,M,Bachelors,Management,110000,3,Germany,Hessen,Dresden
24565,Theodore Navarro,Theodore,Navarro,theodore10@adventure-works.com,M,Partial College,Professional,110000,4,Germany,Hessen,Salzgitter
24566,Kara Nara,Kara,Nara,kara14@adventure-works.com,F,Partial College,Professional,170000,4,United Kingdom,England,York
24567,Alison Deng,Alison,Deng,alison0@adventure-works.com,F,High School,Professional,80000,4,France,Seine (Paris),Paris
24568,Jose Mitchell,Jose,Mitchell,jose47@adventure-works.com,M,High School,Professional,130000,4,United Kingdom,England,Gateshead
24569,Bob Gonzalez,Bob,Gonzalez,bob10@adventure-works.com,M,High School,Professional,130000,4,United Kingdom,England,Oxford
24570,Karen Guo,Karen,Guo,karen27@adventure-works.com,F,High School,Management,90000,4,France,Seine Saint Denis,Bobigny
24571,Roberto Navarro,Roberto,Navarro,roberto10@adventure-works.com,M,High School,Management,90000,4,France,Essonne,Les Ulis
24572,Carolyn Martinez,Carolyn,Martinez,carolyn17@adventure-works.com,F,Partial College,Management,100000,3,Germany,Nordrhein-Westfalen,Bonn
24573,Colin Rai,Colin,Rai,colin40@adventure-works.com,M,High School,Management,130000,4,United Kingdom,England,London
24574,Alison Yuan,Alison,Yuan,alison6@adventure-works.com,F,Partial College,Management,150000,4,United Kingdom,England,High Wycombe
24575,Arturo Zhu,Arturo,Zhu,arturo15@adventure-works.com,M,High School,Management,150000,3,United Kingdom,England,Kirkby
24576,Jake Hu,Jake,Hu,jake18@adventure-works.com,M,High School,Management,150000,4,United Kingdom,England,Leeds
24577,Gilbert Lal,Gilbert,Lal,gilbert29@adventure-works.com,M,High School,Management,170000,0,United Kingdom,England,Woolston
24578,Meredith Lopez,Meredith,Lopez,meredith16@adventure-works.com,F,Partial High School,Skilled Manual,90000,5,France,Seine Saint Denis,Saint-Denis
24579,Trevor Alexander,Trevor,Alexander,trevor19@adventure-works.com,M,Partial High School,Professional,100000,3,Germany,Nordrhein-Westfalen,Bottrop
24580,Wesley Zhao,Wesley,Zhao,wesley10@adventure-works.com,M,Partial High School,Professional,110000,4,Germany,Nordrhein-Westfalen,Solingen
24581,Reginald Diaz,Reginald,Diaz,reginald11@adventure-works.com,M,Partial High School,Professional,130000,5,United Kingdom,England,Oxford
24582,Marie Sai,Marie,Sai,marie10@adventure-works.com,F,Partial High School,Professional,160000,5,United Kingdom,England,Woolston
24583,Roy Chandra,Roy,Chandra,roy2@adventure-works.com,M,Partial High School,Professional,170000,5,United Kingdom,England,York
24584,Ronnie Liang,Ronnie,Liang,ronnie15@adventure-works.com,M,Bachelors,Professional,60000,0,Australia,New South Wales,Rhodes
24585,Harold Patel,Harold,Patel,harold1@adventure-works.com,M,Bachelors,Professional,60000,0,Australia,Victoria,Bendigo
24586,Jerry Luo,Jerry,Luo,jerry6@adventure-works.com,M,Bachelors,Professional,70000,0,Australia,Queensland,Gold Coast
24587,Suzanne Sun,Suzanne,Sun,suzanne14@adventure-works.com,F,Bachelors,Professional,70000,0,Australia,Queensland,Brisbane
24588,Kathryn Becker,Kathryn,Becker,kathryn18@adventure-works.com,F,Bachelors,Professional,70000,0,Australia,New South Wales,Lavender Bay
24589,Laura Zhao,Laura,Zhao,laura17@adventure-works.com,F,Bachelors,Professional,70000,0,Australia,Queensland,East Brisbane
24590,Diana Alonso,Diana,Alonso,diana7@adventure-works.com,F,Bachelors,Professional,70000,0,Australia,New South Wales,Wollongong
24591,Derek Pal,Derek,Pal,derek11@adventure-works.com,M,Bachelors,Professional,70000,0,Australia,Queensland,Townsville
24592,Jay Martinez,Jay,Martinez,jay24@adventure-works.com,M,Bachelors,Professional,90000,0,Australia,South Australia,Findon
24593,Destiny Watson,Destiny,Watson,destiny44@adventure-works.com,F,Bachelors,Professional,70000,0,Australia,New South Wales,Sydney
24594,Franklin Yuan,Franklin,Yuan,franklin25@adventure-works.com,M,Partial High School,Professional,70000,0,Australia,Queensland,Gold Coast
24595,Kelvin Wu,Kelvin,Wu,kelvin26@adventure-works.com,M,Bachelors,Professional,80000,0,Australia,New South Wales,Lane Cove
24596,Heather Zhao,Heather,Zhao,heather9@adventure-works.com,F,Bachelors,Professional,80000,0,Australia,New South Wales,Wollongong
24597,Lee Dominguez,Lee,Dominguez,lee11@adventure-works.com,M,Bachelors,Professional,90000,0,Australia,New South Wales,Sydney
24598,Irma Sherwood,Irma,Sherwood,irma0@adventure-works.com,M,High School,Management,100000,0,Australia,Tasmania,Hobart
24599,Virginia Garcia,Virginia,Garcia,virginia17@adventure-works.com,F,High School,Management,130000,4,Australia,Victoria,Seaford
24600,Lisa Li,Lisa,Li,lisa6@adventure-works.com,F,Bachelors,Professional,90000,0,Australia,Victoria,Geelong
24601,Natasha Munoz,Natasha,Munoz,natasha6@adventure-works.com,F,Bachelors,Professional,90000,0,Australia,Victoria,Geelong
24602,Preston Garcia,Preston,Garcia,preston14@adventure-works.com,M,Bachelors,Professional,90000,0,Australia,New South Wales,North Ryde
24603,Jake Zhu,Jake,Zhu,jake12@adventure-works.com,M,Bachelors,Professional,80000,0,Australia,Queensland,Hervey Bay
24604,Melvin Rai,Melvin,Rai,melvin16@adventure-works.com,M,Bachelors,Professional,90000,0,Australia,New South Wales,Sydney
24605,Roger Wang,Roger,Wang,roger6@adventure-works.com,M,High School,Management,100000,0,Australia,Queensland,Townsville
24606,Cassie Nath,Cassie,Nath,cassie17@adventure-works.com,F,High School,Management,100000,0,Australia,Victoria,Melton
24607,Kristine Ruiz,Kristine,Ruiz,kristine3@adventure-works.com,F,Bachelors,Professional,80000,0,Australia,Queensland,Rockhampton
24608,Katrina Nara,Katrina,Nara,katrina15@adventure-works.com,F,High School,Management,110000,0,Australia,Queensland,Hawthorne
24609,Jenny Zhang,Jenny,Zhang,jenny2@adventure-works.com,F,Partial High School,Professional,120000,0,Australia,Victoria,Geelong
24610,Troy Kapoor,Troy,Kapoor,troy1@adventure-works.com,M,High School,Management,130000,4,Australia,New South Wales,Darlinghurst
24611,Pedro Suarez,Pedro,Suarez,pedro39@adventure-works.com,M,Bachelors,Professional,90000,0,Australia,South Australia,Cloverdale
24612,Devon Chander,Devon,Chander,devon13@adventure-works.com,M,Bachelors,Professional,90000,0,Australia,Victoria,Warrnambool
24613,Stacy Serrano,Stacy,Serrano,stacy17@adventure-works.com,F,Partial High School,Professional,100000,0,Australia,Victoria,Melton
24614,Lindsey Raje,Lindsey,Raje,lindsey15@adventure-works.com,F,Partial High School,Professional,120000,0,Australia,Victoria,Seaford
24615,Dwayne Ortega,Dwayne,Ortega,dwayne20@adventure-works.com,M,Partial High School,Professional,110000,0,Australia,Victoria,Melbourne
24616,Zoe Cook,Zoe,Cook,zoe20@adventure-works.com,F,High School,Professional,40000,4,United States,California,San Carlos
24617,Kelsey She,Kelsey,She,kelsey0@adventure-works.com,F,High School,Professional,30000,4,United States,Washington,Burien
24618,Brett Gonzalez,Brett,Gonzalez,brett18@adventure-works.com,M,High School,Professional,30000,4,United States,California,Chula Vista
24619,Shelby Kelly,Shelby,Kelly,shelby2@adventure-works.com,F,High School,Professional,30000,4,United States,California,El Cajon
24620,Olivia Morgan,Olivia,Morgan,olivia30@adventure-works.com,F,High School,Professional,30000,4,United States,California,Fremont
24621,Chad Shan,Chad,Shan,chad12@adventure-works.com,M,High School,Professional,40000,4,Canada,British Columbia,Cliffside
24622,Blake Hall,Blake,Hall,blake24@adventure-works.com,M,Graduate Degree,Management,50000,3,United States,Oregon,Woodburn
24623,Beth Torres,Beth,Torres,beth14@adventure-works.com,F,Graduate Degree,Management,60000,3,United States,Washington,Bellingham
24624,Allison Murphy,Allison,Murphy,allison14@adventure-works.com,F,Graduate Degree,Management,60000,3,United States,California,Fremont
24625,Yolanda Nath,Yolanda,Nath,yolanda17@adventure-works.com,F,Graduate Degree,Management,60000,3,Canada,British Columbia,Cliffside
24626,Seth Bryant,Seth,Bryant,seth66@adventure-works.com,M,Graduate Degree,Management,60000,3,United States,California,Lincoln Acres
24627,Eric Edwards,Eric,Edwards,eric43@adventure-works.com,M,Graduate Degree,Management,60000,3,Canada,British Columbia,Metchosin
24628,David Walker,David,Walker,david86@adventure-works.com,M,Graduate Degree,Management,60000,3,United States,California,Lincoln Acres
24629,Seth Perry,Seth,Perry,seth55@adventure-works.com,M,Graduate Degree,Management,60000,3,United States,California,Oakland
24630,Brianna Howard,Brianna,Howard,brianna38@adventure-works.com,F,Graduate Degree,Management,60000,3,Canada,British Columbia,Westminster
24631,Hannah Powell,Hannah,Powell,hannah31@adventure-works.com,F,Graduate Degree,Management,60000,3,United States,California,Colma
24632,Catherine James,Catherine,James,catherine7@adventure-works.com,F,Bachelors,Management,60000,3,United States,Washington,Walla Walla
24633,Xavier Cook,Xavier,Cook,xavier79@adventure-works.com,M,Bachelors,Management,60000,3,United States,Oregon,W. Linn
24634,Crystal He,Crystal,He,crystal19@adventure-works.com,F,Bachelors,Management,60000,3,United States,Washington,Bremerton
24635,Gabrielle Rogers,Gabrielle,Rogers,gabrielle2@adventure-works.com,F,Bachelors,Management,60000,3,United States,California,San Gabriel
24636,Anna Ward,Anna,Ward,anna17@adventure-works.com,F,Graduate Degree,Management,60000,3,United States,Oregon,Lake Oswego
24637,Nathan Flores,Nathan,Flores,nathan8@adventure-works.com,M,High School,Professional,40000,4,Canada,British Columbia,Shawnee
24638,Julia Lopez,Julia,Lopez,julia18@adventure-works.com,F,High School,Professional,40000,4,United States,California,Oakland
24639,Ian Moore,Ian,Moore,ian9@adventure-works.com,M,Bachelors,Management,50000,3,Canada,British Columbia,Haney
24640,Lisa Yang,Lisa,Yang,lisa8@adventure-works.com,F,Bachelors,Management,50000,4,United States,California,Beverly Hills
24641,Sarah Powell,Sarah,Powell,sarah33@adventure-works.com,F,Bachelors,Management,60000,4,United States,California,La Jolla
24642,Edward Russell,Edward,Russell,edward68@adventure-works.com,M,Bachelors,Management,60000,4,United States,Oregon,W. Linn
24643,Jada Campbell,Jada,Campbell,jada19@adventure-works.com,F,Bachelors,Management,60000,4,United States,California,Torrance
24644,Samuel Johnston,Samuel,Johnston,samuel59@adventure-works.com,M,Bachelors,Management,60000,4,United States,California,El Cajon
24645,Bryce Murphy,Bryce,Murphy,bryce14@adventure-works.com,M,Bachelors,Management,60000,4,United States,Washington,Burien
24646,Juan Murphy,Juan,Murphy,juan25@adventure-works.com,M,High School,Professional,30000,4,Canada,British Columbia,Royal Oak
24647,Jose Simmons,Jose,Simmons,jose9@adventure-works.com,M,Partial High School,Clerical,30000,5,Canada,British Columbia,Metchosin
24648,Amanda King,Amanda,King,amanda62@adventure-works.com,F,Partial High School,Clerical,30000,5,United States,California,Grossmont
24649,Aaron Washington,Aaron,Washington,aaron12@adventure-works.com,M,High School,Professional,40000,4,Canada,British Columbia,Metchosin
24650,Julia Baker,Julia,Baker,julia13@adventure-works.com,F,Partial High School,Clerical,20000,5,United States,California,Lincoln Acres
24651,Dakota Alexander,Dakota,Alexander,dakota15@adventure-works.com,M,Partial High School,Clerical,20000,5,United States,Washington,Olympia
24652,Luke Butler,Luke,Butler,luke3@adventure-works.com,M,Partial High School,Clerical,20000,5,United States,Washington,Edmonds
24653,Victoria Barnes,Victoria,Barnes,victoria51@adventure-works.com,F,High School,Professional,40000,5,United States,Washington,Lynnwood
24654,Paige Simmons,Paige,Simmons,paige14@adventure-works.com,F,High School,Professional,40000,5,United States,California,Imperial Beach
24655,Taylor Sanders,Taylor,Sanders,taylor24@adventure-works.com,F,Bachelors,Management,70000,5,United States,California,Burbank
24656,Julia Moore,Julia,Moore,julia30@adventure-works.com,F,Bachelors,Management,70000,5,United States,California,Colma
24657,Alyssa Brooks,Alyssa,Brooks,alyssa44@adventure-works.com,F,High School,Professional,40000,2,United States,Washington,Tacoma
24658,Jenna Perez,Jenna,Perez,jenna11@adventure-works.com,F,High School,Professional,40000,2,United States,Washington,Tacoma
24659,Kaitlyn Hill,Kaitlyn,Hill,kaitlyn20@adventure-works.com,F,Bachelors,Management,70000,2,Canada,British Columbia,Sooke
24660,Anna Perry,Anna,Perry,anna32@adventure-works.com,F,Bachelors,Management,70000,2,United States,California,West Covina
24661,Madison Jones,Madison,Jones,madison3@adventure-works.com,F,Bachelors,Management,70000,2,Canada,British Columbia,Haney
24662,Arianna Price,Arianna,Price,arianna0@adventure-works.com,F,Bachelors,Management,70000,2,United States,California,Spring Valley
24663,Ebony Fernandez,Ebony,Fernandez,ebony16@adventure-works.com,F,High School,Professional,40000,2,Canada,British Columbia,Cliffside
24664,Ian Washington,Ian,Washington,ian54@adventure-works.com,M,High School,Professional,40000,2,Canada,British Columbia,Langford
24665,Angela Morgan,Angela,Morgan,angela39@adventure-works.com,F,High School,Professional,40000,2,Canada,British Columbia,Newton
24666,Hannah Martinez,Hannah,Martinez,hannah15@adventure-works.com,F,High School,Professional,40000,2,Canada,British Columbia,Port Hammond
24667,Chloe Diaz,Chloe,Diaz,chloe87@adventure-works.com,F,Partial College,Professional,60000,2,United States,Washington,Seattle
24668,Katrina Xu,Katrina,Xu,katrina4@adventure-works.com,F,Partial College,Professional,60000,2,United States,California,Coronado
24669,Xavier Parker,Xavier,Parker,xavier39@adventure-works.com,M,Bachelors,Management,70000,4,United States,California,San Gabriel
24670,Alexandria Ross,Alexandria,Ross,alexandria4@adventure-works.com,F,Bachelors,Management,70000,4,United States,California,Santa Monica
24671,Christian Perry,Christian,Perry,christian22@adventure-works.com,M,Partial High School,Skilled Manual,40000,2,Canada,British Columbia,Newton
24672,Jeremy Cook,Jeremy,Cook,jeremy41@adventure-works.com,M,Partial College,Professional,60000,2,United States,Washington,Tacoma
24673,Paige Cox,Paige,Cox,paige34@adventure-works.com,F,Partial College,Professional,70000,4,United States,California,Newport Beach
24674,Dylan Kumar,Dylan,Kumar,dylan27@adventure-works.com,M,Partial College,Professional,70000,5,United States,California,Spring Valley
24675,Jackson Nelson,Jackson,Nelson,jackson39@adventure-works.com,M,Partial College,Professional,70000,5,United States,California,West Covina
24676,Jeremy Roberts,Jeremy,Roberts,jeremy15@adventure-works.com,M,Partial College,Professional,60000,2,United States,Washington,Seattle
24677,Blake Lee,Blake,Lee,blake22@adventure-works.com,M,Partial College,Professional,60000,2,United States,California,Burlingame
24678,Nathan Long,Nathan,Long,nathan5@adventure-works.com,M,Partial College,Professional,60000,2,United States,California,Coronado
24679,Wyatt Hernandez,Wyatt,Hernandez,wyatt28@adventure-works.com,M,Partial College,Professional,70000,4,United States,California,Novato
24680,Thomas Flores,Thomas,Flores,thomas14@adventure-works.com,M,Bachelors,Management,80000,3,United States,California,San Diego
24681,Arianna Murphy,Arianna,Murphy,arianna37@adventure-works.com,F,Bachelors,Management,80000,3,United States,California,Santa Cruz
24682,Faith Rogers,Faith,Rogers,faith35@adventure-works.com,F,High School,Professional,60000,2,Canada,British Columbia,Newton
24683,Shannon Alonso,Shannon,Alonso,shannon29@adventure-works.com,M,Partial College,Professional,60000,2,United States,California,Burlingame
24684,Charles Martin,Charles,Martin,charles18@adventure-works.com,M,Partial College,Professional,60000,2,United States,California,Grossmont
24685,Jordan Kumar,Jordan,Kumar,jordan24@adventure-works.com,M,Partial College,Professional,60000,2,United States,California,Lincoln Acres
24686,Melissa Murphy,Melissa,Murphy,melissa37@adventure-works.com,F,Partial High School,Skilled Manual,70000,2,United States,California,San Diego
24687,Joan Ross,Joan,Ross,joan5@adventure-works.com,F,Partial High School,Skilled Manual,70000,2,United States,Washington,Everett
24688,Ashley Long,Ashley,Long,ashley36@adventure-works.com,F,Partial High School,Skilled Manual,60000,3,United States,California,San Diego
24689,Sandra Ye,Sandra,Ye,sandra16@adventure-works.com,F,Partial College,Clerical,30000,0,United Kingdom,England,Berks
24690,Christian Long,Christian,Long,christian24@adventure-works.com,M,Partial High School,Manual,20000,0,Germany,Nordrhein-Westfalen,Bottrop
24691,Meredith Carlson,Meredith,Carlson,meredith42@adventure-works.com,F,Partial High School,Manual,20000,0,Germany,Hamburg,Hamburg
24692,Laura He,Laura,He,laura24@adventure-works.com,F,Partial High School,Manual,20000,0,Germany,Hamburg,Hamburg
24693,Alexandra Rogers,Alexandra,Rogers,alexandra8@adventure-works.com,F,Partial College,Clerical,30000,0,France,Yveline,Saint Germain en Laye
24694,Theodore Carlson,Theodore,Carlson,theodore19@adventure-works.com,M,High School,Manual,30000,0,Germany,Hessen,Berlin
24695,Omar Zhou,Omar,Zhou,omar8@adventure-works.com,M,High School,Manual,30000,0,France,Seine Saint Denis,Saint-Denis
24696,Tasha Xie,Tasha,Xie,tasha3@adventure-works.com,F,High School,Manual,30000,0,Germany,Hamburg,Berlin
24697,Manuel Rodriguez,Manuel,Rodriguez,manuel17@adventure-works.com,M,Bachelors,Skilled Manual,40000,1,United Kingdom,England,London
24698,Blake Carter,Blake,Carter,blake37@adventure-works.com,M,High School,Manual,30000,0,Germany,Hessen,Frankfurt
24699,Rebekah Rubio,Rebekah,Rubio,rebekah41@adventure-works.com,F,Partial High School,Manual,20000,0,United Kingdom,England,Stoke-on-Trent
24700,Gary Alvarez,Gary,Alvarez,gary15@adventure-works.com,M,High School,Manual,30000,0,France,Essonne,Les Ulis
24701,Marco Fernandez,Marco,Fernandez,marco16@adventure-works.com,M,Bachelors,Skilled Manual,40000,1,France,Seine (Paris),Paris
24702,Kari Ramos,Kari,Ramos,kari38@adventure-works.com,F,Graduate Degree,Skilled Manual,40000,0,United Kingdom,England,London
24703,Jonathan White,Jonathan,White,jonathan66@adventure-works.com,M,Partial High School,Manual,20000,0,United Kingdom,England,Stoke-on-Trent
24704,Allen Schmidt,Allen,Schmidt,allen8@adventure-works.com,M,Partial High School,Manual,20000,0,Germany,Saarland,Offenbach
24705,Daniel Shimshoni,Daniel,Shimshoni,daniel1@adventure-works.com,F,High School,Manual,30000,0,United Kingdom,England,London
24706,Virginia Rana,Virginia,Rana,virginia13@adventure-works.com,F,High School,Manual,30000,0,Germany,Nordrhein-Westfalen,Braunschweig
24707,Shaun Pal,Shaun,Pal,shaun13@adventure-works.com,M,High School,Manual,30000,0,France,Yveline,Chatou
24708,Corey Chander,Corey,Chander,corey14@adventure-works.com,M,High School,Manual,30000,0,France,Yveline,Chatou
24709,Nancy Prasad,Nancy,Prasad,nancy12@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,France,Moselle,Metz
24710,Brandy Malhotra,Brandy,Malhotra,brandy0@adventure-works.com,F,Bachelors,Skilled Manual,40000,1,Germany,Hessen,Berlin
24711,Rebekah Hernandez,Rebekah,Hernandez,rebekah24@adventure-works.com,F,Partial College,Clerical,40000,1,Germany,Hamburg,Berlin
24712,Carly Kumar,Carly,Kumar,carly7@adventure-works.com,F,Partial College,Clerical,40000,2,United Kingdom,England,Bracknell
24713,Jeremy Brooks,Jeremy,Brooks,jeremy33@adventure-works.com,M,Partial High School,Manual,10000,4,France,Yveline,Chatou
24714,Whitney Rodriguez,Whitney,Rodriguez,whitney18@adventure-works.com,F,Partial High School,Manual,20000,0,United Kingdom,England,Esher-Molesey
24715,Kelli Nath,Kelli,Nath,kelli41@adventure-works.com,F,Partial High School,Manual,20000,0,France,Seine Saint Denis,Saint-Denis
24716,Colin Liu,Colin,Liu,colin4@adventure-works.com,M,High School,Manual,30000,0,Germany,Nordrhein-Westfalen,Paderborn
24717,Damien Anand,Damien,Anand,damien37@adventure-works.com,M,High School,Manual,30000,0,Germany,Bayern,Ingolstadt
24718,Terrence Black,Terrence,Black,terrence21@adventure-works.com,M,Partial College,Clerical,40000,2,Germany,Hamburg,Frankfurt am Main
24719,Susan Zheng,Susan,Zheng,susan30@adventure-works.com,F,Partial College,Clerical,40000,2,Germany,Hessen,Hamburg
24720,Deanna Alvarez,Deanna,Alvarez,deanna30@adventure-works.com,F,Partial College,Clerical,40000,2,United Kingdom,England,Bracknell
24721,Mandy Zheng,Mandy,Zheng,mandy21@adventure-works.com,F,Partial College,Clerical,40000,2,United Kingdom,England,London
24722,Hunter Ross,Hunter,Ross,hunter0@adventure-works.com,M,Partial College,Clerical,40000,2,Germany,Nordrhein-Westfalen,Werne
24723,Shawna Pal,Shawna,Pal,shawna13@adventure-works.com,F,Partial College,Clerical,40000,2,Germany,Saarland,Stuttgart
24724,Alfredo Gutierrez,Alfredo,Gutierrez,alfredo12@adventure-works.com,M,Partial College,Clerical,40000,2,France,Seine (Paris),Paris
24725,Bailey Young,Bailey,Young,bailey37@adventure-works.com,F,Partial College,Clerical,40000,3,United States,Oregon,Lake Oswego
24726,Marissa Hughes,Marissa,Hughes,marissa8@adventure-works.com,F,Partial College,Clerical,40000,3,United States,Oregon,W. Linn
24727,Mallory Jimenez,Mallory,Jimenez,mallory13@adventure-works.com,F,Partial College,Clerical,40000,3,United States,Washington,Burien
24728,Julia Diaz,Julia,Diaz,julia88@adventure-works.com,F,Graduate Degree,Skilled Manual,50000,0,United States,California,San Francisco
24729,Chase Murphy,Chase,Murphy,chase15@adventure-works.com,M,Graduate Degree,Skilled Manual,50000,0,Canada,British Columbia,Newton
24730,Anthony Moore,Anthony,Moore,anthony17@adventure-works.com,M,Partial College,Clerical,40000,4,Canada,British Columbia,Newton
24731,Evan Mitchell,Evan,Mitchell,evan36@adventure-works.com,M,Partial College,Clerical,40000,4,Canada,British Columbia,Royal Oak
24732,Wyatt Davis,Wyatt,Davis,wyatt5@adventure-works.com,M,Bachelors,Skilled Manual,30000,1,United States,Oregon,Oregon City
24733,Luke Flores,Luke,Flores,luke1@adventure-works.com,M,Graduate Degree,Skilled Manual,80000,0,Canada,British Columbia,Langley
24734,Jack Turner,Jack,Turner,jack40@adventure-works.com,M,Graduate Degree,Skilled Manual,80000,0,United States,Washington,Burien
24735,Madison Powell,Madison,Powell,madison44@adventure-works.com,F,Graduate Degree,Skilled Manual,80000,0,United States,California,Chula Vista
24736,Savannah Ramirez,Savannah,Ramirez,savannah5@adventure-works.com,F,Partial High School,Clerical,20000,3,United States,Oregon,Lebanon
